service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
7055605 SA bis 13.09.25,0,0,0,0,0,0,0,20230417,20261231
7055605 SIL,0,0,0,0,0,0,0,20230417,20261231
7055702 SO,0,0,0,0,0,0,0,20230417,20261231
7057007,0,0,0,0,0,0,0,20230417,20261231
7057007 bis 31.07.25,0,0,0,0,0,0,0,20230417,20261231
7057008 bis 30.07.25[2025-7-25],0,0,0,0,0,0,0,20230417,20261231
7057008[2025-9-16],0,0,0,0,0,0,0,20230417,20261231
7057009,0,0,0,0,0,0,0,20230417,20261231
7057009 bis 31.07.25,0,0,0,0,0,0,0,20230417,20261231
7057048 DO bis 31.07.25[2025-7-24],0,0,0,0,0,0,0,20230417,20261231
7057048 DO[2025-9-18],0,0,0,0,0,0,0,20230417,20261231
7057507 Ferien,0,0,0,0,0,0,0,20230417,20261231
7057509 Ferien,0,0,0,0,0,0,0,20230417,20261231
7057548 DO SF/WF bis 11.09.25[2025-8-7],0,0,0,0,0,0,0,20230417,20261231
7057557 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7057557 SF/WF bis 15.09.25,0,0,0,0,0,0,0,20230417,20261231
7057558 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7057558 SF/WF bis 15.09.25[2025-8-1],0,0,0,0,0,0,0,20230417,20261231
7057559 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7057559 SF/WF bis 15.09.25,0,0,0,0,0,0,0,20230417,20261231
7057605 HA,0,0,0,0,0,0,0,20230417,20261231
7057605 SA,0,0,0,0,0,0,0,20230417,20261231
7057605 SA bis 13.09.25[2025-8-2],0,0,0,0,0,0,0,20230417,20261231
7057605 SA bis 26.07.25[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
7057605 SA[2025-9-20],0,0,0,0,0,0,0,20230417,20261231
7057605 SIL,0,0,0,0,0,0,0,20230417,20261231
7057606 HA,0,0,0,0,0,0,0,20230417,20261231
7057606 SA,0,0,0,0,0,0,0,20230417,20261231
7057606 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
7057606 SIL,0,0,0,0,0,0,0,20230417,20261231
7057703 SO,0,0,0,0,0,0,0,20230417,20261231
7057703 SO bis 27.07.25,0,0,0,0,0,0,0,20230417,20261231
706 HA,0,0,0,0,0,0,0,20230417,20261231
706 SA,0,0,0,0,0,0,0,20230417,20261231
706 SA bis 13.09.25,0,0,0,0,0,0,0,20230417,20261231
706 SIL,0,0,0,0,0,0,0,20230417,20261231
706 SO,0,0,0,0,0,0,0,20230417,20261231
706 SO bis 14.09.25,0,0,0,0,0,0,0,20230417,20261231
7062001,0,0,0,0,0,0,0,20230417,20261231
7062001 bis 31.07.25,0,0,0,0,0,0,0,20230417,20261231
7062002,0,0,0,0,0,0,0,20230417,20261231
7062003,0,0,0,0,0,0,0,20230417,20261231
7062501 Ferien,0,0,0,0,0,0,0,20230417,20261231
7062503 Ferien,0,0,0,0,0,0,0,20230417,20261231
7062551 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7062552 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7062553 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7062553 SF/WF bis 15.09.25,0,0,0,0,0,0,0,20230417,20261231
7062601 HA,0,0,0,0,0,0,0,20230417,20261231
7062601 SA,0,0,0,0,0,0,0,20230417,20261231
7062601 SIL,0,0,0,0,0,0,0,20230417,20261231
7062602 HA,0,0,0,0,0,0,0,20230417,20261231
7062602 SA,0,0,0,0,0,0,0,20230417,20261231
7062602 SIL,0,0,0,0,0,0,0,20230417,20261231
7062701 SO,0,0,0,0,0,0,0,20230417,20261231
7066004,0,0,0,0,0,0,0,20230417,20261231
7066005,0,0,0,0,0,0,0,20230417,20261231
7066005 bis 15.09.25[2025-8-1],0,0,0,0,0,0,0,20230417,20261231
7066005 bis 31.07.25[2025-7-24],0,0,0,0,0,0,0,20230417,20261231
7066005[2025-9-16],0,0,0,0,0,0,0,20230417,20261231
7066006,0,0,0,0,0,0,0,20230417,20261231
7066006 bis 31.07.25,0,0,0,0,0,0,0,20230417,20261231
7066556 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7066556 SF/WF bis 15.09.25,0,0,0,0,0,0,0,20230417,20261231
7066603 HA,0,0,0,0,0,0,0,20230417,20261231
7066603 SA,0,0,0,0,0,0,0,20230417,20261231
7066603 SA bis 13.09.25,0,0,0,0,0,0,0,20230417,20261231
7066603 SA bis 26.07.25,0,0,0,0,0,0,0,20230417,20261231
7066603 SIL,0,0,0,0,0,0,0,20230417,20261231
7066604 HA,0,0,0,0,0,0,0,20230417,20261231
7066604 SA,0,0,0,0,0,0,0,20230417,20261231
7066604 SA bis 13.09.25,0,0,0,0,0,0,0,20230417,20261231
7066604 SIL,0,0,0,0,0,0,0,20230417,20261231
7066702 SO,0,0,0,0,0,0,0,20230417,20261231
7066702 SO[2025-7-27],0,0,0,0,0,0,0,20230417,20261231
7080001 (GFN-Gerät),0,0,0,0,0,0,0,20230417,20261231
713 HA,0,0,0,0,0,0,0,20230417,20261231
713 SA,0,0,0,0,0,0,0,20230417,20261231
713 SA bis 13.09.25,0,0,0,0,0,0,0,20230417,20261231
713 SIL,0,0,0,0,0,0,0,20230417,20261231
7480021,0,0,0,0,0,0,0,20230417,20261231
7480021[2025-7-25],0,0,0,0,0,0,0,20230417,20261231
7480551 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7480551 SF/WF[2025-8-1],0,0,0,0,0,0,0,20230417,20261231
751 SA,0,0,0,0,0,0,0,20230417,20261231
751 SA bis 13.09.25[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
751 SA[2025-9-20],0,0,0,0,0,0,0,20230417,20261231
753 SA,0,0,0,0,0,0,0,20230417,20261231
753 SA bis 13.09.25,0,0,0,0,0,0,0,20230417,20261231
7880002 (GFN-Gerät),0,0,0,0,0,0,0,20230417,20261231
7880002 (GFN-Gerät) bis 31.07.25,0,0,0,0,0,0,0,20230417,20261231
801 HA,0,0,0,0,0,0,0,20230417,20261231
801 SA,0,0,0,0,0,0,0,20230417,20261231
801 SA bis 13.09.25[2025-8-2],0,0,0,0,0,0,0,20230417,20261231
801 SA bis 26.07.25[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
801 SA[2025-9-20],0,0,0,0,0,0,0,20230417,20261231
801 SIL,0,0,0,0,0,0,0,20230417,20261231
803 SO,0,0,0,0,0,0,0,20230417,20261231
803 SO bis 14.09.25,0,0,0,0,0,0,0,20230417,20261231
803 SO bis 27.07.25,0,0,0,0,0,0,0,20230417,20261231
804 SO,0,0,0,0,0,0,0,20230417,20261231
804 SO bis 14.09.25[2025-8-3],0,0,0,0,0,0,0,20230417,20261231
804 SO bis 27.07.25[2025-7-27],0,0,0,0,0,0,0,20230417,20261231
804 SO[2025-9-21],0,0,0,0,0,0,0,20230417,20261231
805 SA,0,0,0,0,0,0,0,20230417,20261231
805 SA bis 13.09.25,0,0,0,0,0,0,0,20230417,20261231
805 SIL,0,0,0,0,0,0,0,20230417,20261231
805 SO,0,0,0,0,0,0,0,20230417,20261231
805 SO bis 14.09.25,0,0,0,0,0,0,0,20230417,20261231
805 SO bis 27.07.25,0,0,0,0,0,0,0,20230417,20261231
807 SO,0,0,0,0,0,0,0,20230417,20261231
807 SO bis 14.09.25,0,0,0,0,0,0,0,20230417,20261231
817 SO,0,0,0,0,0,0,0,20230417,20261231
817 SO bis 14.09.25,0,0,0,0,0,0,0,20230417,20261231
817 SO bis 27.07.25,0,0,0,0,0,0,0,20230417,20261231
821 SO,0,0,0,0,0,0,0,20230417,20261231
821 SO bis 14.09.25,0,0,0,0,0,0,0,20230417,20261231
912 SO,0,0,0,0,0,0,0,20230417,20261231
912 SO bis 27.07.25,0,0,0,0,0,0,0,20230417,20261231
9401 HA,0,0,0,0,0,0,0,20230417,20261231
9401 SIL,0,0,0,0,0,0,0,20230417,20261231
9402 SA,0,0,0,0,0,0,0,20230417,20261231
9403 HA,0,0,0,0,0,0,0,20230417,20261231
9403 SA,0,0,0,0,0,0,0,20230417,20261231
9403 SIL,0,0,0,0,0,0,0,20230417,20261231
9701 SA,0,0,0,0,0,0,0,20230417,20261231
9702 HA,0,0,0,0,0,0,0,20230417,20261231
9702 SIL,0,0,0,0,0,0,0,20230417,20261231
9855 SA mit Eisl.,0,0,0,0,0,0,0,20230417,20261231
9855 SA mit Eisl.[2025-9-27],0,0,0,0,0,0,0,20230417,20261231
